collection_id,application_id,collection_agent,collection_date,outstanding_amount,collection_status,collection_mode,promise_to_pay_date,settlement_amount,settlement_status,follow_up_count,last_follow_up_date,remarks
COL10448,APP10135,Zenith Financial Recovery,2025-10-24,245663.47,Repossession Pending,Digital Reminder,,,Pending,1,2025-10-16,Asset recovery team assigned for asset repossession proceedings.
COL10449,APP12595,Suresh Kumar (Field Specialist),2024-11-29,35068.6,Legal Action Initiated,Digital Reminder,,,Rejected,12,2024-11-20,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10450,APP10166,Vikramaditya Singh (Internal),2025-04-26,31899.05,Unreachable,Tele-calling,,,Pending,9,2025-04-20,Borrower unreachable on registered phone number. Escalated to field team.
COL10451,APP11576,Meenakshi Sundaram (Legal Agent),2025-03-29,137554.88,Settled,Field Visit,2025-03-22,111540.99,Partial Settlement,8,2025-03-27,Loan settled at ₹111540.99 under Partial Settlement arrangement.
COL10452,APP11403,Apex Recovery Agency,2025-01-09,61100.64,Settled,WhatsApp Bot,2024-12-26,42874.49,Waived Off,4,2025-01-06,Loan settled at ₹42874.49 under Waived Off arrangement.
COL10453,APP10442,Vikramaditya Singh (Internal),2024-09-27,35397.07,Legal Action Initiated,Field Visit,,,Rejected,6,2024-09-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10454,APP12506,Meenakshi Sundaram (Legal Agent),2025-11-29,93481.02,Repossession Pending,WhatsApp Bot,,,Pending,5,2025-11-23,Asset recovery team assigned for asset repossession proceedings.
COL10455,APP12191,Suresh Kumar (Field Specialist),2024-07-28,348249.42,Contacted,Tele-calling,,,Pending,4,2024-07-24,Customer contacted via Tele-calling. Payment request sent.
COL10456,APP12790,Apex Recovery Agency,2025-03-30,179579.85,Promise to Pay,Legal Notice,2025-04-03,,Pending,4,2025-03-22,Borrower promised to pay ₹179579.85 by 2025-04-03.
COL10457,APP10144,Zenith Financial Recovery,2025-01-16,25460.35,Legal Action Initiated,Tele-calling,,,Rejected,12,2025-01-06,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10458,APP11173,Vanguard Legal & Recovery Services,2025-03-22,69618.04,Legal Action Initiated,Field Visit,,,Rejected,12,2025-03-12,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10459,APP12884,Vanguard Legal & Recovery Services,2025-04-17,41870.83,Unreachable,Digital Reminder,,,Pending,9,2025-04-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10460,APP12191,Apex Recovery Agency,2025-08-28,577723.59,Legal Action Initiated,Field Visit,,,Rejected,4,2025-08-18,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10461,APP12163,Meenakshi Sundaram (Legal Agent),2024-12-16,34338.32,Repossession Pending,WhatsApp Bot,,,Pending,5,2024-12-09,Asset recovery team assigned for asset repossession proceedings.
COL10462,APP12421,Anita Roy (Internal),2024-07-12,6672.56,Promise to Pay,Field Visit,2024-08-01,,Pending,7,2024-07-08,Borrower promised to pay ₹6672.56 by 2024-08-01.
COL10463,APP12883,Vikramaditya Singh (Internal),2025-09-21,27043.58,Legal Action Initiated,Field Visit,,,Rejected,12,2025-09-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10464,APP10862,Vikramaditya Singh (Internal),2025-04-05,68516.28,Legal Action Initiated,Legal Notice,,,Rejected,8,2025-03-27,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10465,APP11643,Prudence Resolution Services,2024-12-06,78337.93,Repossession Pending,Tele-calling,,,Pending,9,2024-12-05,Asset recovery team assigned for asset repossession proceedings.
COL10466,APP12830,Vikramaditya Singh (Internal),2025-01-13,46264.38,Legal Action Initiated,Digital Reminder,,,Rejected,4,2025-01-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10467,APP12627,Prudence Resolution Services,2025-11-26,43470.39,Settled,Legal Notice,2025-11-11,27827.69,Full Settlement,8,2025-11-18,Loan settled at ₹27827.69 under Full Settlement arrangement.
COL10468,APP10923,Zenith Financial Recovery,2024-07-11,18836.06,Repossession Pending,Field Visit,,,Pending,11,2024-07-06,Asset recovery team assigned for asset repossession proceedings.
COL10469,APP11630,Anita Roy (Internal),2025-11-12,18080.83,Settled,Digital Reminder,2025-10-30,13929.14,Partial Settlement,6,2025-11-04,Loan settled at ₹13929.14 under Partial Settlement arrangement.
COL10470,APP12236,Priya Deshmukh (Internal),2025-12-03,19204.61,Legal Action Initiated,Legal Notice,,,Rejected,9,2025-12-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10471,APP10954,Priya Deshmukh (Internal),2025-12-03,12725.93,Repossession Pending,Field Visit,,,Pending,12,2025-11-27,Asset recovery team assigned for asset repossession proceedings.
COL10472,APP10088,Vikramaditya Singh (Internal),2024-08-15,40952.12,Unreachable,Tele-calling,,,Pending,1,2024-08-13,Borrower unreachable on registered phone number. Escalated to field team.
COL10473,APP11101,Suresh Kumar (Field Specialist),2025-07-23,33719.66,Legal Action Initiated,Tele-calling,,,Rejected,7,2025-07-16,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10474,APP10075,Vanguard Legal & Recovery Services,2024-06-07,76405.81,Contacted,Legal Notice,,,Pending,11,2024-05-29,Customer contacted via Legal Notice. Payment request sent.
COL10475,APP10294,Meenakshi Sundaram (Legal Agent),2025-10-28,137634.7,Repossession Pending,Tele-calling,,,Pending,2,2025-10-24,Asset recovery team assigned for asset repossession proceedings.
COL10476,APP10900,Meenakshi Sundaram (Legal Agent),2025-07-10,131624.3,Settled,Tele-calling,2025-06-28,103550.64,Full Settlement,11,2025-07-10,Loan settled at ₹103550.64 under Full Settlement arrangement.
COL10477,APP11694,Vanguard Legal & Recovery Services,2025-06-18,12408.73,Settled,WhatsApp Bot,2025-06-05,7980.46,Full Settlement,1,2025-06-10,Loan settled at ₹7980.46 under Full Settlement arrangement.
COL10478,APP12437,Meenakshi Sundaram (Legal Agent),2025-04-09,34586.23,Unreachable,WhatsApp Bot,,,Pending,4,2025-04-04,Borrower unreachable on registered phone number. Escalated to field team.
COL10479,APP11376,Vanguard Legal & Recovery Services,2025-02-14,37818.73,Promise to Pay,WhatsApp Bot,2025-02-22,,Pending,4,2025-02-13,Borrower promised to pay ₹37818.73 by 2025-02-22.
COL10480,APP11364,Rajesh Sharma (Internal),2024-08-08,9493.32,Unreachable,WhatsApp Bot,,,Pending,5,2024-08-07,Borrower unreachable on registered phone number. Escalated to field team.
COL10481,APP10458,Meenakshi Sundaram (Legal Agent),2025-01-27,88571.14,Settled,Digital Reminder,2025-01-13,81046.27,Full Settlement,2,2025-01-23,Loan settled at ₹81046.27 under Full Settlement arrangement.
COL10482,APP10616,Zenith Financial Recovery,2026-01-20,7202.62,Settled,Digital Reminder,2026-01-06,6357.72,Partial Settlement,3,2026-01-11,Loan settled at ₹6357.72 under Partial Settlement arrangement.
COL10483,APP11075,Vikramaditya Singh (Internal),2025-08-21,13497.9,Settled,Tele-calling,2025-08-14,11561.5,Waived Off,5,2025-08-16,Loan settled at ₹11561.5 under Waived Off arrangement.
COL10484,APP10071,Zenith Financial Recovery,2024-09-20,43210.55,Settled,Digital Reminder,2024-09-06,38657.35,Full Settlement,3,2024-09-10,Loan settled at ₹38657.35 under Full Settlement arrangement.
COL10485,APP10054,Suresh Kumar (Field Specialist),2024-08-17,21520.62,Settled,Field Visit,2024-08-02,19033.37,Full Settlement,1,2024-08-09,Loan settled at ₹19033.37 under Full Settlement arrangement.
COL10486,APP10316,Meenakshi Sundaram (Legal Agent),2025-12-05,53607.15,Contacted,Field Visit,,,Pending,8,2025-11-25,Customer contacted via Field Visit. Payment request sent.
COL10487,APP11226,Prudence Resolution Services,2025-03-25,474443.69,Promise to Pay,Digital Reminder,2025-04-13,,Pending,3,2025-03-18,Borrower promised to pay ₹474443.69 by 2025-04-13.
COL10488,APP11572,Anita Roy (Internal),2024-11-17,71943.64,Settled,Digital Reminder,2024-11-05,47677.11,Full Settlement,9,2024-11-15,Loan settled at ₹47677.11 under Full Settlement arrangement.
COL10489,APP10804,Vikramaditya Singh (Internal),2025-01-24,55754.82,Settled,Digital Reminder,2025-01-14,34288.26,Full Settlement,2,2025-01-20,Loan settled at ₹34288.26 under Full Settlement arrangement.
COL10490,APP12179,Suresh Kumar (Field Specialist),2024-07-18,15680.65,Unreachable,Legal Notice,,,Pending,1,2024-07-08,Borrower unreachable on registered phone number. Escalated to field team.
COL10491,APP10699,Anita Roy (Internal),2025-02-25,130215.48,Repossession Pending,WhatsApp Bot,,,Pending,10,2025-02-17,Asset recovery team assigned for asset repossession proceedings.
COL10492,APP12802,Vanguard Legal & Recovery Services,2024-08-19,22036.22,Settled,Digital Reminder,2024-08-08,17204.34,Full Settlement,9,2024-08-15,Loan settled at ₹17204.34 under Full Settlement arrangement.
COL10493,APP10213,Prudence Resolution Services,2024-10-21,92587.63,Unreachable,Digital Reminder,,,Pending,8,2024-10-19,Borrower unreachable on registered phone number. Escalated to field team.
COL10494,APP10913,Anita Roy (Internal),2024-11-09,23834.59,Repossession Pending,WhatsApp Bot,,,Pending,6,2024-10-31,Asset recovery team assigned for asset repossession proceedings.
COL10495,APP10831,Priya Deshmukh (Internal),2025-10-04,15407.86,Settled,Digital Reminder,2025-09-20,12735.22,Full Settlement,8,2025-10-01,Loan settled at ₹12735.22 under Full Settlement arrangement.
COL10496,APP12500,Rajesh Sharma (Internal),2024-10-16,16656.13,Contacted,Field Visit,,,Pending,11,2024-10-08,Customer contacted via Field Visit. Payment request sent.
COL10497,APP10226,Meenakshi Sundaram (Legal Agent),2025-11-12,149363.5,Contacted,Field Visit,,,Pending,7,2025-11-03,Customer contacted via Field Visit. Payment request sent.
COL10498,APP10272,Rajesh Sharma (Internal),2025-09-26,8919.24,Contacted,Legal Notice,,,Pending,8,2025-09-24,Customer contacted via Legal Notice. Payment request sent.
COL10499,APP12678,Vanguard Legal & Recovery Services,2024-12-04,126464.77,Promise to Pay,WhatsApp Bot,2024-12-23,,Pending,10,2024-11-24,Borrower promised to pay ₹126464.77 by 2024-12-23.
COL10500,APP12883,Vikramaditya Singh (Internal),2025-06-23,21697.9,Unreachable,Legal Notice,,,Pending,7,2025-06-21,Borrower unreachable on registered phone number. Escalated to field team.
COL10501,APP11228,Rajesh Sharma (Internal),2025-08-04,96790.03,Legal Action Initiated,Field Visit,,,Rejected,3,2025-07-26,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10502,APP10558,Vikramaditya Singh (Internal),2025-11-27,105563.82,Legal Action Initiated,Digital Reminder,,,Rejected,9,2025-11-26,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10503,APP11202,Zenith Financial Recovery,2025-08-16,351152.87,Legal Action Initiated,Field Visit,,,Rejected,9,2025-08-10,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10504,APP11746,Rajesh Sharma (Internal),2025-06-26,9349.27,Unreachable,WhatsApp Bot,,,Pending,6,2025-06-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10505,APP10021,Vanguard Legal & Recovery Services,2024-08-25,62057.67,Settled,Field Visit,2024-08-12,42834.17,Partial Settlement,5,2024-08-16,Loan settled at ₹42834.17 under Partial Settlement arrangement.
COL10506,APP12755,Rajesh Sharma (Internal),2024-12-28,20267.48,Legal Action Initiated,WhatsApp Bot,,,Rejected,12,2024-12-23,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10507,APP10034,Prudence Resolution Services,2025-02-23,16288.78,Promise to Pay,Tele-calling,2025-03-09,,Pending,9,2025-02-17,Borrower promised to pay ₹16288.78 by 2025-03-09.
COL10508,APP12704,Vanguard Legal & Recovery Services,2024-12-01,15894.06,Unreachable,Field Visit,,,Pending,6,2024-11-23,Borrower unreachable on registered phone number. Escalated to field team.
COL10509,APP12094,Zenith Financial Recovery,2025-07-13,63608.77,Settled,Legal Notice,2025-06-28,54813.9,Full Settlement,12,2025-07-11,Loan settled at ₹54813.9 under Full Settlement arrangement.
COL10510,APP12735,Vikramaditya Singh (Internal),2025-12-16,153328.11,Promise to Pay,Tele-calling,2025-12-20,,Pending,10,2025-12-06,Borrower promised to pay ₹153328.11 by 2025-12-20.
COL10511,APP12790,Vanguard Legal & Recovery Services,2025-08-20,176759.97,Contacted,Tele-calling,,,Pending,2,2025-08-19,Customer contacted via Tele-calling. Payment request sent.
COL10512,APP11864,Priya Deshmukh (Internal),2025-07-16,19094.4,Contacted,Legal Notice,,,Pending,10,2025-07-06,Customer contacted via Legal Notice. Payment request sent.
COL10513,APP10554,Apex Recovery Agency,2025-10-20,34556.39,Contacted,WhatsApp Bot,,,Pending,8,2025-10-20,Customer contacted via WhatsApp Bot. Payment request sent.
COL10514,APP10830,Suresh Kumar (Field Specialist),2025-11-11,6001.87,Promise to Pay,Legal Notice,2025-11-19,,Pending,12,2025-11-08,Borrower promised to pay ₹6001.87 by 2025-11-19.
COL10515,APP12741,Prudence Resolution Services,2025-03-10,18820.23,Repossession Pending,Field Visit,,,Pending,7,2025-03-05,Asset recovery team assigned for asset repossession proceedings.
COL10516,APP12964,Vanguard Legal & Recovery Services,2024-08-10,17463.4,Promise to Pay,WhatsApp Bot,2024-08-22,,Pending,2,2024-08-02,Borrower promised to pay ₹17463.4 by 2024-08-22.
COL10517,APP11182,Meenakshi Sundaram (Legal Agent),2024-12-17,108087.55,Settled,Legal Notice,2024-12-03,74730.39,Full Settlement,8,2024-12-11,Loan settled at ₹74730.39 under Full Settlement arrangement.
COL10518,APP12577,Suresh Kumar (Field Specialist),2024-09-28,40636.75,Legal Action Initiated,Tele-calling,,,Rejected,9,2024-09-24,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10519,APP10791,Meenakshi Sundaram (Legal Agent),2025-10-09,39238.21,Repossession Pending,Legal Notice,,,Pending,4,2025-10-04,Asset recovery team assigned for asset repossession proceedings.
COL10520,APP10860,Zenith Financial Recovery,2025-06-27,57808.18,Contacted,WhatsApp Bot,,,Pending,11,2025-06-24,Customer contacted via WhatsApp Bot. Payment request sent.
COL10521,APP10972,Prudence Resolution Services,2025-02-25,5406.12,Settled,Digital Reminder,2025-02-19,4518.4,Partial Settlement,4,2025-02-21,Loan settled at ₹4518.4 under Partial Settlement arrangement.
COL10522,APP11495,Anita Roy (Internal),2026-01-09,170740.47,Promise to Pay,WhatsApp Bot,2026-01-18,,Pending,5,2026-01-07,Borrower promised to pay ₹170740.47 by 2026-01-18.
COL10523,APP11453,Priya Deshmukh (Internal),2025-01-21,48834.89,Repossession Pending,Field Visit,,,Pending,4,2025-01-18,Asset recovery team assigned for asset repossession proceedings.
COL10524,APP10673,Vikramaditya Singh (Internal),2025-10-18,97519.61,Contacted,Tele-calling,,,Pending,10,2025-10-18,Customer contacted via Tele-calling. Payment request sent.
COL10525,APP11006,Rajesh Sharma (Internal),2026-01-10,38426.39,Settled,Digital Reminder,2026-01-03,26825.21,Waived Off,5,2026-01-03,Loan settled at ₹26825.21 under Waived Off arrangement.
COL10526,APP10946,Meenakshi Sundaram (Legal Agent),2025-12-06,19800.23,Contacted,Field Visit,,,Pending,1,2025-11-28,Customer contacted via Field Visit. Payment request sent.
COL10527,APP12178,Vanguard Legal & Recovery Services,2025-09-15,53458.42,Unreachable,Field Visit,,,Pending,6,2025-09-15,Borrower unreachable on registered phone number. Escalated to field team.
COL10528,APP12638,Priya Deshmukh (Internal),2025-02-21,120142.36,Legal Action Initiated,Digital Reminder,,,Rejected,3,2025-02-13,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10529,APP11864,Priya Deshmukh (Internal),2024-12-06,24492.29,Unreachable,Legal Notice,,,Pending,8,2024-11-30,Borrower unreachable on registered phone number. Escalated to field team.
COL10530,APP10633,Vanguard Legal & Recovery Services,2024-12-02,9138.81,Settled,Legal Notice,2024-11-18,6214.38,Waived Off,10,2024-11-30,Loan settled at ₹6214.38 under Waived Off arrangement.
COL10531,APP10811,Apex Recovery Agency,2024-10-28,9887.82,Legal Action Initiated,Field Visit,,,Rejected,12,2024-10-26,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10532,APP10675,Rajesh Sharma (Internal),2025-11-12,18740.21,Unreachable,Field Visit,,,Pending,9,2025-11-07,Borrower unreachable on registered phone number. Escalated to field team.
COL10533,APP10170,Apex Recovery Agency,2024-09-10,49763.82,Legal Action Initiated,Legal Notice,,,Rejected,12,2024-09-08,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10534,APP11564,Priya Deshmukh (Internal),2025-05-09,52720.32,Unreachable,Legal Notice,,,Pending,5,2025-05-04,Borrower unreachable on registered phone number. Escalated to field team.
COL10535,APP10805,Suresh Kumar (Field Specialist),2025-05-26,113766.05,Settled,WhatsApp Bot,2025-05-18,91190.66,Waived Off,11,2025-05-17,Loan settled at ₹91190.66 under Waived Off arrangement.
COL10536,APP10714,Vikramaditya Singh (Internal),2025-09-01,61714.83,Settled,Legal Notice,2025-08-18,47046.03,Partial Settlement,2,2025-08-26,Loan settled at ₹47046.03 under Partial Settlement arrangement.
COL10537,APP11076,Vikramaditya Singh (Internal),2024-08-13,74093.93,Unreachable,Legal Notice,,,Pending,2,2024-08-11,Borrower unreachable on registered phone number. Escalated to field team.
COL10538,APP10072,Priya Deshmukh (Internal),2025-07-10,21758.08,Settled,Legal Notice,2025-06-30,17524.43,Waived Off,5,2025-07-03,Loan settled at ₹17524.43 under Waived Off arrangement.
COL10539,APP10133,Vanguard Legal & Recovery Services,2025-01-27,26400.02,Promise to Pay,Field Visit,2025-02-01,,Pending,11,2025-01-23,Borrower promised to pay ₹26400.02 by 2025-02-01.
COL10540,APP10633,Vikramaditya Singh (Internal),2025-09-28,5419.7,Contacted,Digital Reminder,,,Pending,9,2025-09-28,Customer contacted via Digital Reminder. Payment request sent.
COL10541,APP10081,Vanguard Legal & Recovery Services,2024-08-26,6216.11,Contacted,WhatsApp Bot,,,Pending,11,2024-08-20,Customer contacted via WhatsApp Bot. Payment request sent.
COL10542,APP10690,Priya Deshmukh (Internal),2024-10-13,25267.65,Repossession Pending,Field Visit,,,Pending,9,2024-10-11,Asset recovery team assigned for asset repossession proceedings.
COL10543,APP11200,Rajesh Sharma (Internal),2025-12-06,70479.95,Settled,Legal Notice,2025-11-24,66204.62,Full Settlement,5,2025-11-28,Loan settled at ₹66204.62 under Full Settlement arrangement.
COL10544,APP12597,Vikramaditya Singh (Internal),2025-12-30,9485.07,Legal Action Initiated,WhatsApp Bot,,,Rejected,7,2025-12-22,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10545,APP12391,Apex Recovery Agency,2025-08-27,15658.91,Unreachable,Legal Notice,,,Pending,5,2025-08-22,Borrower unreachable on registered phone number. Escalated to field team.
COL10546,APP10430,Apex Recovery Agency,2024-10-18,23917.44,Settled,Field Visit,2024-10-06,14420.09,Waived Off,6,2024-10-14,Loan settled at ₹14420.09 under Waived Off arrangement.
COL10547,APP11800,Zenith Financial Recovery,2025-01-23,59806.89,Contacted,Legal Notice,,,Pending,1,2025-01-15,Customer contacted via Legal Notice. Payment request sent.
COL10548,APP10460,Priya Deshmukh (Internal),2025-07-05,218686.41,Legal Action Initiated,Digital Reminder,,,Rejected,7,2025-07-02,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10549,APP11864,Anita Roy (Internal),2025-03-06,12661.8,Repossession Pending,Digital Reminder,,,Pending,5,2025-02-24,Asset recovery team assigned for asset repossession proceedings.
COL10550,APP12624,Apex Recovery Agency,2025-03-24,103576.72,Promise to Pay,Digital Reminder,2025-04-10,,Pending,2,2025-03-14,Borrower promised to pay ₹103576.72 by 2025-04-10.
COL10551,APP10975,Apex Recovery Agency,2024-07-21,8894.4,Unreachable,WhatsApp Bot,,,Pending,9,2024-07-21,Borrower unreachable on registered phone number. Escalated to field team.
COL10552,APP11773,Anita Roy (Internal),2024-06-09,103033.57,Settled,Legal Notice,2024-06-02,79619.48,Full Settlement,4,2024-06-08,Loan settled at ₹79619.48 under Full Settlement arrangement.
COL10553,APP11495,Vanguard Legal & Recovery Services,2024-07-03,276170.15,Unreachable,Legal Notice,,,Pending,6,2024-07-02,Borrower unreachable on registered phone number. Escalated to field team.
COL10554,APP10567,Rajesh Sharma (Internal),2024-12-14,19569.67,Unreachable,Legal Notice,,,Pending,5,2024-12-08,Borrower unreachable on registered phone number. Escalated to field team.
COL10555,APP12215,Anita Roy (Internal),2024-07-05,47430.15,Unreachable,Field Visit,,,Pending,4,2024-06-28,Borrower unreachable on registered phone number. Escalated to field team.
COL10556,APP12854,Suresh Kumar (Field Specialist),2025-04-27,89464.18,Unreachable,Field Visit,,,Pending,3,2025-04-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10557,APP11478,Suresh Kumar (Field Specialist),2024-12-21,33092.2,Contacted,WhatsApp Bot,,,Pending,6,2024-12-21,Customer contacted via WhatsApp Bot. Payment request sent.
COL10558,APP11248,Anita Roy (Internal),2025-03-10,17078.66,Repossession Pending,Field Visit,,,Pending,10,2025-03-09,Asset recovery team assigned for asset repossession proceedings.
COL10559,APP12158,Priya Deshmukh (Internal),2024-11-06,18443.14,Contacted,Tele-calling,,,Pending,6,2024-11-05,Customer contacted via Tele-calling. Payment request sent.
COL10560,APP11967,Vikramaditya Singh (Internal),2024-08-01,47441.11,Contacted,Digital Reminder,,,Pending,1,2024-07-27,Customer contacted via Digital Reminder. Payment request sent.
COL10561,APP12242,Suresh Kumar (Field Specialist),2025-12-24,9405.01,Promise to Pay,Tele-calling,2026-01-10,,Pending,11,2025-12-19,Borrower promised to pay ₹9405.01 by 2026-01-10.
COL10562,APP12368,Rajesh Sharma (Internal),2024-07-11,42827.65,Settled,Digital Reminder,2024-06-28,33832.0,Partial Settlement,8,2024-07-04,Loan settled at ₹33832.0 under Partial Settlement arrangement.
COL10563,APP12418,Priya Deshmukh (Internal),2025-09-23,42574.2,Promise to Pay,WhatsApp Bot,2025-10-13,,Pending,5,2025-09-14,Borrower promised to pay ₹42574.2 by 2025-10-13.
COL10564,APP11077,Anita Roy (Internal),2025-12-07,200754.44,Promise to Pay,WhatsApp Bot,2025-12-10,,Pending,6,2025-11-30,Borrower promised to pay ₹200754.44 by 2025-12-10.
COL10565,APP12118,Vanguard Legal & Recovery Services,2025-01-31,13947.71,Contacted,Field Visit,,,Pending,6,2025-01-30,Customer contacted via Field Visit. Payment request sent.
COL10566,APP11565,Vanguard Legal & Recovery Services,2024-11-05,42680.66,Legal Action Initiated,Field Visit,,,Rejected,10,2024-11-01,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10567,APP10813,Vanguard Legal & Recovery Services,2024-07-15,9960.77,Contacted,Legal Notice,,,Pending,3,2024-07-13,Customer contacted via Legal Notice. Payment request sent.
COL10568,APP11005,Priya Deshmukh (Internal),2025-07-03,54812.29,Unreachable,Tele-calling,,,Pending,11,2025-06-26,Borrower unreachable on registered phone number. Escalated to field team.
COL10569,APP11481,Meenakshi Sundaram (Legal Agent),2024-08-12,31230.33,Settled,WhatsApp Bot,2024-07-28,28886.22,Partial Settlement,1,2024-08-09,Loan settled at ₹28886.22 under Partial Settlement arrangement.
COL10570,APP10440,Zenith Financial Recovery,2025-07-31,29456.06,Settled,Tele-calling,2025-07-17,23127.64,Partial Settlement,6,2025-07-31,Loan settled at ₹23127.64 under Partial Settlement arrangement.
COL10571,APP12993,Apex Recovery Agency,2025-01-23,41103.91,Promise to Pay,Tele-calling,2025-02-01,,Pending,9,2025-01-17,Borrower promised to pay ₹41103.91 by 2025-02-01.
COL10572,APP12368,Suresh Kumar (Field Specialist),2025-12-24,38875.45,Legal Action Initiated,Field Visit,,,Rejected,7,2025-12-23,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10573,APP11543,Zenith Financial Recovery,2025-07-17,52541.01,Contacted,Digital Reminder,,,Pending,9,2025-07-12,Customer contacted via Digital Reminder. Payment request sent.
COL10574,APP11702,Suresh Kumar (Field Specialist),2025-12-16,46757.58,Unreachable,WhatsApp Bot,,,Pending,6,2025-12-11,Borrower unreachable on registered phone number. Escalated to field team.
COL10575,APP10430,Vanguard Legal & Recovery Services,2025-06-20,37722.42,Legal Action Initiated,Legal Notice,,,Rejected,9,2025-06-16,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10576,APP10805,Zenith Financial Recovery,2025-03-19,58370.31,Unreachable,Digital Reminder,,,Pending,10,2025-03-19,Borrower unreachable on registered phone number. Escalated to field team.
COL10577,APP12608,Vikramaditya Singh (Internal),2025-04-19,11769.46,Contacted,Legal Notice,,,Pending,1,2025-04-15,Customer contacted via Legal Notice. Payment request sent.
COL10578,APP11950,Suresh Kumar (Field Specialist),2024-07-09,173002.28,Legal Action Initiated,WhatsApp Bot,,,Rejected,8,2024-07-04,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10579,APP10127,Vikramaditya Singh (Internal),2025-02-18,139587.0,Settled,Legal Notice,2025-02-04,111554.12,Partial Settlement,5,2025-02-17,Loan settled at ₹111554.12 under Partial Settlement arrangement.
COL10580,APP11284,Anita Roy (Internal),2026-01-12,32762.25,Unreachable,Legal Notice,,,Pending,2,2026-01-03,Borrower unreachable on registered phone number. Escalated to field team.
COL10581,APP10190,Rajesh Sharma (Internal),2025-05-09,10145.93,Unreachable,WhatsApp Bot,,,Pending,6,2025-05-03,Borrower unreachable on registered phone number. Escalated to field team.
COL10582,APP11698,Anita Roy (Internal),2024-06-12,39701.83,Repossession Pending,Field Visit,,,Pending,11,2024-06-02,Asset recovery team assigned for asset repossession proceedings.
COL10583,APP10221,Rajesh Sharma (Internal),2024-11-01,67964.03,Legal Action Initiated,Legal Notice,,,Rejected,6,2024-10-24,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10584,APP11597,Vikramaditya Singh (Internal),2025-08-31,260365.88,Repossession Pending,Tele-calling,,,Pending,10,2025-08-22,Asset recovery team assigned for asset repossession proceedings.
COL10585,APP10185,Anita Roy (Internal),2024-10-14,16569.37,Unreachable,Field Visit,,,Pending,6,2024-10-13,Borrower unreachable on registered phone number. Escalated to field team.
COL10586,APP11213,Meenakshi Sundaram (Legal Agent),2025-10-27,43357.02,Legal Action Initiated,Tele-calling,,,Rejected,7,2025-10-25,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10587,APP11218,Zenith Financial Recovery,2024-12-18,40002.82,Promise to Pay,WhatsApp Bot,2025-01-06,,Pending,9,2024-12-09,Borrower promised to pay ₹40002.82 by 2025-01-06.
COL10588,APP12388,Priya Deshmukh (Internal),2026-01-11,72458.0,Settled,Tele-calling,2025-12-27,54215.92,Partial Settlement,2,2026-01-10,Loan settled at ₹54215.92 under Partial Settlement arrangement.
COL10589,APP10906,Priya Deshmukh (Internal),2025-04-09,124112.69,Settled,Legal Notice,2025-03-26,101538.3,Partial Settlement,3,2025-04-04,Loan settled at ₹101538.3 under Partial Settlement arrangement.
COL10590,APP11803,Rajesh Sharma (Internal),2024-08-27,39983.06,Promise to Pay,Field Visit,2024-09-06,,Pending,2,2024-08-27,Borrower promised to pay ₹39983.06 by 2024-09-06.
COL10591,APP12060,Apex Recovery Agency,2025-09-04,15551.36,Settled,Tele-calling,2025-08-25,13358.69,Full Settlement,8,2025-09-04,Loan settled at ₹13358.69 under Full Settlement arrangement.
COL10592,APP11376,Priya Deshmukh (Internal),2024-10-23,79907.86,Legal Action Initiated,WhatsApp Bot,,,Rejected,12,2024-10-13,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10593,APP11851,Vanguard Legal & Recovery Services,2024-08-01,25267.65,Repossession Pending,WhatsApp Bot,,,Pending,5,2024-07-29,Asset recovery team assigned for asset repossession proceedings.
